
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	03/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-0              0.00     0.00    0.00  393.00     0.00  3122.67     7.95     0.91    2.31   2.01  78.93
dm-1              0.00     0.00    0.00  393.00     0.00  3122.67     7.95     0.91    2.31   2.01  79.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  345.33     0.00  3120.00     9.03     0.91    2.64   2.29  79.23
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    61.67    0.00   89.00     0.00   944.00    10.61     0.26    2.93   2.92  25.97
sdb               0.00    61.67    0.00   76.00     0.00   813.33    10.70     0.21    2.77   2.57  19.53
sdc               0.00    56.67    0.00   88.67     0.00   866.67     9.77     0.26    2.95   2.74  24.27
sdd               0.00    55.00    0.00  108.33     0.00  1010.67     9.33     0.37    3.41   3.32  35.93
dm-0              0.00     0.00    0.00  456.33     0.00  3634.67     7.96     1.19    2.59   1.75  79.90
dm-1              0.00     0.00    0.00  456.33     0.00  3634.67     7.96     1.19    2.60   1.76  80.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  408.67     0.00  3613.33     8.84     1.17    2.85   1.96  80.23
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.02    7.56   4.56   1.37

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    60.67    0.00   95.00     0.00   872.00     9.18     0.29    3.05   2.93  27.80
sdb               0.00    60.00    0.00  106.00     0.00   957.33     9.03     0.41    3.84   3.72  39.47
sdc               0.00    56.33    0.00   77.33     0.00   698.67     9.03     0.19    2.44   2.37  18.30
sdd               0.00    61.33    0.00   72.33     0.00   698.67     9.66     0.15    2.12   2.06  14.93
dm-0              0.00     0.00    0.00  449.67     0.00  3226.67     7.18     1.14    2.54   1.79  80.47
dm-1              0.00     0.00    0.00  449.67     0.00  3226.67     7.18     1.14    2.54   1.79  80.60
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  404.00     0.00  3224.00     7.98     1.14    2.83   2.00  80.73
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    42.33    0.00   76.67     0.00   720.00     9.39     0.18    2.38   2.33  17.90
sdb               0.00    37.00    0.00   73.67     0.00   586.67     7.96     0.19    2.54   2.33  17.13
sdc               0.00    38.00    0.00  102.67     0.00   818.67     7.97     0.37    3.58   3.46  35.50
sdd               0.00    41.33    0.00  104.00     0.00   864.00     8.31     0.36    3.46   3.32  34.57
dm-0              0.00     0.00    0.00  374.00     0.00  2989.33     7.99     0.94    2.52   2.14  79.90
dm-1              0.00     0.00    0.00  374.00     0.00  2989.33     7.99     0.94    2.52   2.14  79.90
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.40   4.40   0.73
dm-5              0.00     0.00    0.00  325.00     0.00  2960.00     9.11     0.93    2.85   2.46  79.90
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    5.50   4.83   0.97

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    61.00    0.00  106.67     0.00   946.67     8.88     0.35    3.33   3.28  34.97
sdb               0.00    64.33    0.00  105.33     0.00   968.00     9.19     0.34    3.19   3.13  33.00
sdc               0.00    64.00    0.00   76.33     0.00   730.67     9.57     0.17    2.23   2.18  16.63
sdd               0.00    60.67    0.00   79.00     0.00   725.33     9.18     0.18    2.23   2.19  17.33
dm-0              0.00     0.00    0.00  470.33     0.00  3370.67     7.17     1.28    2.71   1.66  78.23
dm-1              0.00     0.00    0.00  470.33     0.00  3370.67     7.17     1.28    2.72   1.67  78.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  420.67     0.00  3357.33     7.98     1.27    3.02   1.86  78.40
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    3.50   3.50   0.70

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.67    0.00   74.67     0.00   653.33     8.75     0.16    2.21   2.20  16.43
sdb               0.00    40.33    0.00   81.67     0.00   704.00     8.62     0.21    2.63   2.49  20.30
sdc               0.00    39.67    0.00  108.33     0.00   882.67     8.15     0.40    3.71   3.49  37.80
sdd               0.00    35.67    0.00   92.00     0.00   720.00     7.83     0.28    3.10   3.07  28.20
dm-0              0.00     0.00    0.00  369.67     0.00  2960.00     8.01     0.90    2.45   2.19  81.10
dm-1              0.00     0.00    0.00  369.67     0.00  2960.00     8.01     0.91    2.46   2.20  81.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.67     0.00     5.33     8.00     0.00    3.00   1.50   0.10
dm-5              0.00     0.00    0.00  324.00     0.00  2952.00     9.11     0.90    2.80   2.51  81.40
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.00    0.00  100.67     0.00   762.67     7.58     0.40    3.93   3.75  37.77
sdb               0.00    40.67    0.00   81.67     0.00   616.00     7.54     0.22    2.71   2.72  22.20
sdc               0.00    38.67    0.00   70.67     0.00   509.33     7.21     0.16    2.24   2.20  15.57
sdd               0.00    41.33    0.00   86.33     0.00   656.00     7.60     0.27    3.11   3.05  26.37
dm-0              0.00     0.00    0.00  363.67     0.00  2544.00     7.00     0.91    2.50   2.21  80.23
dm-1              0.00     0.00    0.00  363.67     0.00  2544.00     7.00     0.91    2.51   2.21  80.27
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    3.17   3.17   0.63
dm-5              0.00     0.00    0.00  313.67     0.00  2501.33     7.97     0.89    2.84   2.55  80.07
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.02    4.18   2.27   0.83

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    65.00    0.00   79.33     0.00   930.67    11.73     0.24    3.11   2.54  20.13
sdb               0.00    61.67    0.00   99.67     0.00   986.67     9.90     0.30    3.05   2.92  29.13
sdc               0.00    56.00    0.00  110.67     0.00  1024.00     9.25     0.36    3.27   3.22  35.67
sdd               0.00    56.67    0.00   79.67     0.00   773.33     9.71     0.17    2.20   2.15  17.17
dm-0              0.00     0.00    0.00  465.00     0.00  3714.67     7.99     1.32    2.84   1.74  80.70
dm-1              0.00     0.00    0.00  465.00     0.00  3714.67     7.99     1.32    2.84   1.74  80.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.67     0.00     5.33     8.00     0.00    4.50   3.00   0.20
dm-5              0.00     0.00    0.00  409.67     0.00  3640.00     8.89     1.29    3.15   1.97  80.83
dm-6              0.00     0.00    0.00    8.33     0.00    66.67     8.00     0.03    3.00   0.12   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.33    0.00  111.33     0.00   941.33     8.46     0.36    3.28   3.14  34.97
sdb               0.00    42.33    0.00   78.33     0.00   653.33     8.34     0.18    2.34   2.27  17.80
sdc               0.00    43.33    0.00   76.00     0.00   637.33     8.39     0.15    2.02   1.99  15.13
sdd               0.00    40.67    0.00  107.33     0.00   872.00     8.12     0.35    3.30   3.24  34.77
dm-0              0.00     0.00    0.00  390.00     0.00  3104.00     7.96     0.88    2.25   2.03  79.23
dm-1              0.00     0.00    0.00  390.00     0.00  3104.00     7.96     0.88    2.25   2.04  79.40
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  340.00     0.00  3080.00     9.06     0.88    2.57   2.34  79.50
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    2.00   2.00   0.60

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    54.33    0.00   74.67     0.00   653.33     8.75     0.18    2.39   2.36  17.63
sdb               0.00    53.67    0.00  104.67     0.00   888.00     8.48     0.38    3.63   3.46  36.23
sdc               0.00    50.00    0.00   98.33     0.00   805.33     8.19     0.31    3.18   3.06  30.07
sdd               0.00    49.67    0.00   74.67     0.00   616.00     8.25     0.17    2.31   2.25  16.80
dm-0              0.00     0.00    0.00  417.67     0.00  2962.67     7.09     1.34    3.21   1.91  79.80
dm-1              0.00     0.00    0.00  417.67     0.00  2962.67     7.09     1.34    3.22   1.91  79.90
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    7.00   7.00   0.70
dm-5              0.00     0.00    0.00  366.67     0.00  2922.67     7.97     1.32    3.61   2.17  79.73
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.01    3.75   2.08   0.83

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    30.33    0.00   91.67     0.00   717.33     7.83     0.25    2.71   2.71  24.80
sdb               0.00    29.67    0.00   75.33     0.00   514.67     6.83     0.16    2.17   2.12  15.97
sdc               0.00    28.67    0.00   85.33     0.00   610.67     7.16     0.24    2.78   2.50  21.33
sdd               0.00    30.67    0.00  109.00     0.00   808.00     7.41     0.39    3.62   3.51  38.23
dm-0              0.00     0.00    0.00  335.00     0.00  2650.67     7.91     0.91    2.70   2.41  80.63
dm-1              0.00     0.00    0.00  335.00     0.00  2650.67     7.91     0.91    2.70   2.41  80.67
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  289.00     0.00  2650.67     9.17     0.91    3.14   2.79  80.77
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    29.00    0.33   89.67    21.33   584.00     6.73     0.29    3.27   3.15  28.33
sdb               0.00    29.00    0.67  102.00    16.00   685.33     6.83     0.41    4.02   3.82  39.20
sdc               0.00    28.33    0.33   75.67     8.00   472.00     6.32     0.21    2.71   2.69  20.47
sdd               0.00    31.33    0.00   71.33     0.00   458.67     6.43     0.15    2.17   2.13  15.20
dm-0              0.00     0.00    3.67  320.33    45.33  2200.00     6.93     0.93    2.88   2.53  81.90
dm-1              0.00     0.00    1.00  320.33    24.00  2200.00     6.92     0.90    2.81   2.55  81.90
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.03   11.00   1.38   0.37
dm-4              0.00     0.00    1.00    1.67    24.00    13.33    14.00     0.02    8.62   8.62   2.30
dm-5              0.00     0.00    0.00  269.33     0.00  2146.67     7.97     0.87    3.22   3.03  81.67
dm-6              0.00     0.00    0.00    5.33     0.00    42.67     8.00     0.01    2.50   1.19   0.63

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    52.00    0.33   88.00    21.33   866.67    10.05     0.23    2.59   2.38  21.00
sdb               0.00    49.33    0.00   79.00     0.00   698.67     8.84     0.18    2.32   2.31  18.23
sdc               0.00    53.00    0.00  102.33     0.00   912.00     8.91     0.29    2.87   2.81  28.73
sdd               0.00    53.00    0.00  108.67     0.00   965.33     8.88     0.34    3.13   3.04  33.00
dm-0              0.00     0.00    2.67  435.33    21.33  3442.67     7.91     1.27    2.91   1.78  77.87
dm-1              0.00     0.00    0.00  435.33     0.00  3442.67     7.91     1.25    2.87   1.79  77.93
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
